Id,Category
925,8
926,4
927,10
928,1
929,8
930,2
931,8
932,2
933,5
934,9
935,5
936,5
937,10
938,2
939,0
940,0
941,0
942,2
943,4
944,9
945,5
946,4
947,1
948,3
949,9
950,3
951,0
952,3
953,1
954,9
955,2
956,2
957,0
958,8
959,0
960,8
961,1
962,5
963,2
964,4
965,3
966,5
967,0
968,0
969,4
970,6
971,9
972,2
973,1
974,2
975,3
976,1
977,3
978,0
979,8
980,2
981,6
982,3
983,10
984,9
985,9
986,5
987,8
988,10
989,9
990,7
991,0
992,8
993,5
994,10
995,9
996,4
997,9
998,3
999,4
1000,2
1001,9
1002,0
1003,6
1004,10
1005,10
1006,8
1007,2
1008,9
1009,4
1010,3
1011,9
1012,0
1013,3
1014,2
1015,7
1016,0
1017,2
1018,8
1019,10
1020,10
1021,3
1022,2
1023,4
1024,5
1025,10
1026,4
1027,3
1028,5
1029,7
1030,5
1031,9
1032,2
1033,6
1034,9
1035,10
1036,2
1037,10
1038,8
1039,8
1040,8
1041,3
1042,1
1043,4
1044,9
1045,10
1046,8
1047,0
1048,4
1049,2
1050,4
1051,3
1052,5
1053,0
1054,2
1055,4
1056,2
1057,5
1058,8
1059,9
1060,4
1061,8
1062,1
1063,4
1064,1
1065,9
1066,9
1067,9
1068,0
1069,9
1070,2
1071,2
1072,5
1073,10
1074,10
1075,0
1076,2
1077,5
1078,6
1079,5
1080,0
1081,2
1082,8
1083,3
1084,0
1085,10
1086,3
1087,2
1088,9
1089,8
1090,4
1091,7
1092,0
1093,2
1094,9
1095,5
1096,8
1097,9
1098,5
1099,9
1100,2
1101,2
1102,4
1103,3
1104,0
1105,3
1106,6
1107,0
1108,4
1109,1
1110,9
1111,2
1112,2
1113,1
1114,2
1115,5
1116,4
1117,8
1118,6
1119,9
1120,8
1121,4
1122,0
1123,1
1124,5
1125,4
1126,3
1127,7
1128,3
1129,9
1130,1
1131,10
1132,2
1133,2
1134,9
1135,2
1136,6
1137,4
1138,9
1139,2
1140,8
1141,7
1142,9
1143,10
1144,0
1145,5
1146,10
1147,1
1148,1
1149,2
1150,4
1151,6
1152,10
1153,5
1154,2
1155,6
1156,9
1157,2
1158,2
1159,8
1160,9
1161,10
1162,8
1163,2
1164,3
1165,3
1166,4
1167,1
1168,5
1169,4
1170,3
1171,8
1172,8
1173,6
1174,5
1175,3
1176,1
1177,5
1178,8
1179,4
1180,7
1181,10
1182,7
1183,5
1184,10
1185,0
1186,2
1187,5
1188,2
1189,2
1190,1
1191,2
1192,9
1193,5
1194,3
1195,9
1196,5
1197,4
1198,1
1199,9
1200,3
1201,7
1202,3
1203,10
1204,0
1205,3
1206,9
1207,3
1208,3
1209,2
1210,3
1211,0
1212,9
1213,5
1214,2
1215,9
1216,9
1217,4
1218,5
1219,4
1220,0
1221,9
1222,5
1223,2
1224,2
1225,9
1226,7
1227,9
1228,3
1229,2
1230,0
1231,0
1232,10
1233,5
1234,0
1235,6
1236,9
1237,2
1238,8
1239,1
1240,7
1241,3
1242,5
1243,9
1244,2
1245,0
1246,9
1247,0
1248,3
1249,4
1250,2
1251,2
1252,6
1253,2
1254,4
1255,2
1256,1
1257,3
1258,1
1259,9
1260,0
1261,0
1262,4
1263,6
1264,2
1265,9
1266,8
1267,6
1268,7
1269,10
1270,9
1271,2
1272,5
1273,10
1274,3
1275,9
1276,9
1277,9
1278,6
1279,0
1280,3
1281,0
1282,5
1283,4
1284,4
1285,3
1286,9
1287,4
1288,2
1289,5
1290,2
1291,9
1292,7
1293,9
1294,5
1295,2
1296,3
1297,4
1298,5
1299,10
1300,2
1301,3
1302,5
1303,8
1304,3
1305,9
1306,4
1307,4
1308,9
1309,4
1310,8
1311,2
1312,7
1313,8
1314,6
1315,0
1316,4
1317,9
1318,4
1319,9
1320,3
1321,0
1322,2
1323,9
1324,0
1325,4
1326,0
1327,2
1328,2
1329,5
1330,6
1331,2
1332,8
1333,7
1334,1
1335,9
1336,2
1337,5
1338,7
1339,5
1340,0
1341,3
1342,8
1343,9
1344,7
1345,10
1346,4
1347,9
1348,8
1349,6
1350,10
1351,1
1352,5
1353,7
1354,8
1355,7
1356,5
1357,9
1358,2
1359,9
1360,3
1361,2
1362,2
1363,6
1364,2
1365,0
1366,2
1367,2
1368,5
1369,0
1370,2
1371,9
1372,4
1373,2
1374,9
1375,10
1376,9
1377,5
1378,5
1379,8
1380,6
1381,5
1382,10
1383,5
1384,4
1385,2
1386,3
1387,8
1388,2
1389,8
1390,3
1391,6
1392,9
1393,5
1394,1
1395,2
1396,10
1397,5
1398,4
1399,2
1400,7
1401,10
1402,4
1403,3
1404,10
1405,5
1406,2
1407,9
1408,5
1409,0
1410,6
1411,2
1412,9
1413,0
1414,0
1415,10
1416,2
1417,5
1418,1
1419,5
1420,8
1421,2
1422,9
1423,2
1424,6
1425,5
1426,2
1427,4
1428,4
1429,0
1430,9
1431,10
1432,9
1433,3
1434,3
1435,4
1436,9
1437,7
1438,7
1439,8
1440,1
1441,2
1442,3
1443,5
1444,8
1445,3
1446,5
1447,2
1448,2
1449,5
1450,2
1451,5
1452,10
1453,8
1454,9
1455,3
1456,4
1457,0
1458,2
1459,5
1460,8
1461,6
1462,0
1463,10
1464,10
1465,9
1466,4
1467,2
1468,10
1469,3
1470,4
1471,2
1472,1
1473,2
1474,8
1475,3
1476,8
1477,8
1478,8
1479,1
1480,0
1481,4
1482,1
1483,10
1484,3
1485,3
1486,9
1487,2
1488,4
1489,5
1490,2
1491,8
1492,3
1493,10
1494,9
1495,3
1496,8
1497,9
1498,7
1499,0
1500,5
1501,6
1502,3
1503,9
1504,0
1505,7
1506,6
1507,10
1508,5
1509,10
1510,5
1511,3
1512,6
1513,6
1514,2
1515,9
1516,9
1517,9
1518,1
1519,4
1520,8
1521,5
1522,9
1523,5
1524,2
1525,4
1526,9
1527,0
1528,0
1529,5
1530,10
1531,10
1532,5
1533,9
1534,9
1535,4
1536,6
1537,9
1538,2
1539,2
1540,4
1541,9
1542,1
1543,3
1544,2
1545,2
1546,1
1547,2
1548,2
1549,8
1550,10
1551,2
1552,4
1553,0
1554,9
1555,3
1556,5
1557,9
1558,10
1559,3
1560,5
1561,9
1562,10
1563,8
1564,4
1565,6
1566,7
1567,3
1568,5
1569,0
1570,8
1571,4
1572,8
1573,8
1574,10
1575,10
1576,8
1577,5
1578,2
1579,9
1580,4
1581,9
1582,9
1583,0
1584,9
1585,3
1586,10
1587,0
1588,2
1589,2
1590,2
1591,8
1592,4
1593,5
1594,2
1595,2
1596,0
1597,8
1598,10
1599,5
1600,6
1601,5
1602,6
1603,0
1604,5
1605,2
1606,5
1607,4
1608,3
1609,4
1610,3
1611,4
1612,8
1613,0
1614,2
1615,0
1616,0
1617,1
1618,3
1619,2
1620,4
1621,10
1622,2
1623,9
1624,5
1625,2
1626,6
1627,5
1628,8
1629,3
1630,0
1631,8
1632,8
1633,8
1634,9
1635,2
1636,3
1637,2
1638,6
1639,2
1640,5
1641,4
1642,5
1643,7
1644,2
1645,3
1646,10
1647,2
1648,2
1649,9
1650,8
1651,4
1652,1
1653,9
1654,5
1655,7
1656,9
1657,8
1658,10
1659,8
1660,10
1661,0
1662,10
1663,1
1664,9
1665,2
1666,1
1667,6
1668,4
1669,1
1670,5
1671,2
1672,5
1673,3
1674,3
1675,2
1676,8
1677,0
1678,10
1679,0
1680,5
1681,3
1682,10
1683,9
1684,8
1685,2
1686,3
1687,1
1688,2
1689,8
1690,2
1691,10
1692,8
1693,5
1694,0
1695,1
1696,5
1697,10
1698,2
1699,5
1700,9
1701,2
1702,5
1703,5
1704,2
1705,5
1706,2
1707,3
1708,5
1709,5
1710,9
1711,2
1712,0
1713,5
1714,4
1715,5
1716,3
1717,2
1718,0
1719,3
1720,10
1721,5
1722,10
1723,9
1724,6
1725,6
1726,8
1727,1
1728,10
1729,10
1730,0
1731,10
1732,8
1733,0
1734,4
1735,5
1736,8
1737,3
1738,2
1739,5
1740,0
1741,3
1742,5
1743,6
1744,2
1745,6
1746,9
1747,8
1748,9
1749,3
1750,4
1751,10
1752,8
1753,10
1754,2
1755,10
1756,5
1757,6
1758,5
1759,9
1760,9
1761,2
1762,7
1763,2
1764,8
1765,10
1766,0
1767,2
1768,5
1769,2
1770,9
1771,6
1772,3
1773,10
1774,10
1775,1
1776,7
1777,5
1778,4
1779,8
1780,5
1781,8
1782,9
1783,6
1784,2
1785,9
1786,5
1787,0
1788,3
1789,9
1790,0
1791,4
1792,2
1793,10
1794,8
1795,0
1796,5
1797,6
1798,7
1799,3
1800,2
1801,9
1802,7
1803,8
1804,2
1805,9
1806,7
1807,5
1808,8
1809,2
1810,2
1811,6
1812,10
1813,4
1814,2
1815,3
1816,10
1817,3
1818,7
1819,2
1820,2
1821,1
1822,8
1823,5
1824,3
1825,2
1826,7
1827,2
1828,6
1829,2
1830,3
1831,2
1832,9
1833,5
1834,8
1835,4
1836,10
1837,8
1838,0
1839,9
1840,2
1841,0
1842,8
1843,8
1844,5
1845,9
1846,1
1847,10
1848,2
1849,1
1850,9
1851,1
1852,4
1853,8
1854,6
1855,5
1856,3
1857,6
1858,9
1859,2
1860,5
1861,2
1862,3
1863,3
1864,0
1865,3
1866,3
1867,5
1868,0
1869,4
1870,3
1871,2
1872,0
1873,2
1874,9
1875,2
1876,0
1877,0
1878,3
1879,2
1880,5
1881,1
1882,8
1883,0
1884,3
1885,0
1886,0
1887,0
1888,9
1889,7
1890,5
1891,9
1892,6
1893,5
1894,3
1895,0
1896,9
1897,0
1898,3
1899,9
1900,5
1901,2
1902,8
1903,0
1904,9
1905,7
1906,10
1907,4
1908,6
1909,9
1910,9
1911,5
1912,10
1913,3
1914,0
1915,4
1916,3
1917,8
1918,0
1919,3
1920,9
1921,8
1922,5
1923,4
1924,1
1925,6
1926,8
1927,0
1928,9
1929,5
1930,2
1931,5
1932,9
1933,6
1934,9
1935,2
1936,7
1937,3
1938,8
1939,8
1940,6
1941,9
1942,2
1943,5
1944,10
1945,2
1946,8
1947,4
1948,0
1949,7
1950,0
1951,5
1952,5
1953,5
1954,3
1955,10
1956,5
1957,4
1958,8
1959,8
1960,4
1961,7
1962,2
1963,3
1964,2
1965,6
1966,5
1967,0
1968,0
1969,9
1970,5
1971,4
1972,4
1973,3
1974,2
1975,8
1976,10
1977,8
1978,9
1979,0
1980,2
1981,2
1982,0
1983,2
1984,0
1985,6
1986,5
1987,0
1988,10
1989,5
1990,10
1991,0
1992,5
1993,5
1994,4
1995,4
1996,9
1997,4
1998,1
1999,5
2000,7
2001,5
2002,5
2003,9
2004,2
2005,0
2006,3
2007,0
2008,2
2009,9
2010,9
2011,3
2012,4
2013,0
2014,9
2015,5
2016,0
2017,5
2018,6
2019,0
2020,2
2021,5
2022,6
2023,2
2024,2
2025,5
2026,0
2027,10
2028,0
2029,5
2030,4
2031,2
2032,2
2033,5
2034,2
2035,8
2036,5
2037,6
2038,6
2039,10
2040,0
2041,9
2042,8
2043,2
2044,9
2045,9
2046,9
2047,8
2048,5
2049,0
2050,2
2051,6
2052,2
2053,8
2054,8
2055,9
2056,5
2057,9
2058,4
2059,0
2060,0
2061,2
2062,3
2063,0
2064,10
2065,2
2066,7
2067,2
2068,5
2069,2
2070,9
2071,7
2072,5
2073,10
2074,7
2075,9
2076,6
2077,9
2078,2
2079,8
2080,10
2081,0
2082,9
2083,8
2084,0
2085,5
2086,2
2087,2
2088,10
2089,9
2090,6
2091,2
2092,4
2093,2
2094,10
2095,2
2096,9
2097,5
2098,2
2099,10
2100,4
2101,0
2102,8
2103,8
2104,2
2105,9
2106,9
2107,9
2108,10
2109,3
2110,9
2111,6
2112,8
2113,8
2114,5
2115,9
2116,9
2117,2
2118,9
2119,2
2120,6
2121,5
2122,9
2123,4
2124,2
2125,0
2126,4
2127,2
2128,7
2129,6
2130,0
2131,3
2132,8
2133,5
2134,5
2135,4
2136,0
2137,1
2138,9
2139,9
2140,2
2141,9
2142,2
2143,4
2144,5
2145,0
2146,2
2147,9
2148,8
2149,9
2150,2
2151,5
2152,3
2153,2
2154,2
2155,0
2156,9
2157,3
2158,4
2159,5
2160,3
2161,5
2162,5
2163,6
2164,5
2165,2
2166,3
2167,2
2168,2
2169,9
2170,8
2171,6
2172,0
2173,10
2174,9
2175,7
2176,6
2177,0
2178,9
2179,2
2180,5
2181,2
2182,9
2183,5
2184,0
2185,5
2186,3
2187,10
2188,9
2189,4
2190,9
2191,9
2192,8
2193,2
2194,2
2195,2
2196,9
2197,2
2198,2
2199,6
2200,2
2201,5
2202,0
2203,2
2204,5
2205,1
2206,5
2207,4
2208,3
2209,9
2210,7
2211,8
2212,10
2213,8
2214,0
2215,2
2216,8
2217,8
2218,2
2219,9
2220,9
2221,5
2222,3
2223,3
2224,0
2225,3
2226,10
2227,10
2228,2
2229,7
2230,5
2231,6
2232,5
2233,3
2234,3
2235,6
2236,3
2237,9
2238,6
2239,8
2240,5
2241,2
2242,2
2243,5
2244,9
2245,9
2246,0
2247,5
2248,6
2249,0
2250,9
2251,4
2252,5
2253,0
2254,8
2255,3
2256,2
2257,9
2258,2
2259,9
2260,0
2261,10
2262,8
2263,0
2264,7
2265,0
2266,4
2267,2
2268,10
2269,0
2270,4
2271,10
2272,8
2273,1
2274,3
2275,3
2276,4
2277,5
2278,2
2279,10
2280,4
2281,2
2282,9
2283,9
2284,9
2285,3
2286,2
2287,5
2288,9
2289,3
2290,0
2291,9
2292,0
2293,9
2294,0
2295,3
2296,0
2297,5
2298,9
2299,5
2300,4
2301,5
2302,10
2303,7
2304,2
2305,7
2306,3
2307,8
2308,10
2309,5
2310,4
2311,5
2312,4
2313,8
2314,4
2315,9
2316,3
2317,5
2318,3
2319,2
2320,9
2321,3
2322,1
2323,4
2324,9
2325,0
2326,2
2327,9
2328,5
2329,0
2330,9
2331,0
2332,5
2333,0
2334,10
2335,5
2336,2
2337,4
2338,5
2339,2
2340,3
2341,8
2342,7
2343,9
2344,9
2345,9
2346,4
2347,9
2348,0
2349,2
2350,4
2351,8
2352,2
2353,8
2354,2
2355,0
2356,0
2357,4
2358,8
2359,4
2360,9
2361,9
2362,0
2363,2
2364,3
2365,5
2366,5
2367,1
2368,5
2369,8
2370,6
2371,9
2372,2
2373,2
2374,5
2375,3
2376,8
2377,1
2378,3
2379,6
2380,4
2381,7
2382,6
2383,3
2384,5
2385,1
2386,10
2387,0
2388,9
2389,0
2390,5
2391,4
2392,3
2393,10
2394,1
2395,4
2396,4
2397,2
2398,6
2399,2
2400,9
2401,0
2402,4
2403,4
2404,2
2405,6
2406,10
2407,9
2408,3
2409,2
2410,5
2411,5
2412,5
2413,9
2414,5
2415,5
2416,2
2417,0
2418,2
2419,5
2420,6
2421,5
2422,0
2423,9
2424,4
2425,3
2426,2
2427,5
2428,5
2429,8
2430,9
2431,9
2432,3
2433,2
2434,1
2435,5
2436,4
2437,9
2438,9
2439,0
2440,9
2441,2
2442,10
2443,5
2444,5
2445,2
2446,6
2447,8
2448,5
2449,10
2450,2
2451,8
2452,9
2453,5
2454,6
2455,2
2456,3
2457,9
2458,8
2459,2
2460,9
2461,6
2462,8
2463,2
2464,6
2465,4
2466,4
2467,10
2468,8
2469,3
2470,6
2471,0
2472,4
2473,9
2474,0
2475,2
2476,4
2477,8
2478,3
2479,9
2480,0
2481,5
2482,4
2483,9
2484,5
2485,4
2486,2
2487,0
2488,6
2489,9
2490,0
2491,6
2492,8
2493,2
2494,8
2495,9
2496,4
2497,2
2498,2
2499,3
2500,9
2501,2
2502,2
2503,2
2504,3
2505,0
2506,5
2507,5
2508,5
2509,1
2510,8
2511,9
2512,9
2513,9
2514,0
2515,0
2516,9
2517,1
2518,8
2519,7
2520,0
2521,2
2522,3
2523,9
2524,2
2525,10
2526,5
2527,2
2528,8
2529,4
2530,8
2531,2
2532,5
2533,4
2534,3
2535,9
2536,10
2537,2
2538,3
2539,3
2540,4
2541,0
2542,5
2543,2
2544,2
2545,9
2546,2
2547,6
2548,0
2549,9
2550,8
2551,10
2552,5
2553,2
2554,4
2555,3
2556,0
2557,10
2558,3
2559,9
2560,9
2561,1
2562,2
2563,9
2564,7
2565,9
2566,0
2567,9
2568,3
2569,8
2570,4
2571,2
2572,2
2573,9
2574,2
2575,3
2576,10
2577,2
2578,0
2579,4
2580,9
2581,5
2582,4
2583,2
2584,8
2585,2
2586,3
2587,5
2588,10
2589,9
2590,5
2591,9
2592,0
2593,4
2594,2
2595,2
2596,5
2597,9
2598,10
2599,9
2600,2
2601,9
2602,4
2603,7
2604,3
2605,4
2606,2
2607,9
2608,8
2609,8
2610,4
2611,1
2612,3
2613,5
2614,0
2615,5
2616,9
2617,9
2618,2
2619,4
2620,5
2621,1
2622,4
2623,5
2624,4
2625,9
2626,2
2627,8
2628,2
2629,2
2630,9
2631,10
2632,8
2633,0
2634,0
2635,0
2636,3
2637,0
2638,5
2639,0
2640,7
2641,5
2642,3
2643,3
2644,4
2645,0
2646,4
2647,0
2648,9
2649,7
2650,10
2651,3
2652,9
2653,5
2654,2
2655,6
2656,5
2657,4
2658,9
2659,2
2660,3
2661,0
2662,0
2663,0
2664,10
2665,0
2666,9
2667,4
2668,2
2669,5
2670,2
2671,9
2672,0
2673,9
2674,3
2675,5
2676,4
2677,10
2678,3
2679,4
2680,4
2681,3
2682,6
2683,8
2684,0
2685,4
2686,8
2687,4
2688,10
2689,2
2690,2
2691,3
2692,3
2693,5
2694,3
2695,5
2696,5
2697,3
2698,9
2699,2
2700,4
2701,8
2702,9
2703,9
2704,3
2705,0
2706,2
2707,2
2708,9
2709,3
2710,2
2711,9
2712,9
2713,9
2714,5
2715,2
2716,6
2717,2
2718,2
2719,2
2720,3
2721,2
2722,2
2723,2
2724,2
2725,9
2726,5
2727,5
2728,5
2729,0
2730,3
2731,2
2732,3
2733,0
2734,5
2735,4
2736,2
2737,5
2738,9
2739,0
2740,9
2741,2
2742,0
2743,5
2744,2
2745,2
2746,4
2747,3
2748,2
2749,5
2750,4
2751,2
2752,0
2753,9
2754,1
2755,4
2756,8
2757,2
2758,7
2759,4
2760,7
2761,8
2762,2
2763,8
2764,0
2765,2
2766,9
2767,8
2768,0
2769,2
2770,1
2771,8
2772,0
2773,8
2774,0
2775,3
2776,9
2777,4
2778,7
2779,3
2780,8
2781,8
2782,9
2783,9
2784,2
2785,4
2786,2
2787,8
2788,9
2789,0
2790,9
2791,2
2792,4
2793,8
2794,10
2795,3
2796,9
2797,1
2798,0
2799,2
2800,9
2801,5
2802,5
2803,3
2804,8
2805,3
2806,8
2807,4
2808,2
2809,2
2810,10
2811,10
2812,3
2813,5
2814,9
2815,2
2816,0
2817,3
2818,4
2819,3
2820,7
2821,5
2822,4
2823,2
2824,9
2825,8
2826,2
2827,4
2828,0
2829,2
2830,9
2831,2
2832,9
2833,8
2834,3
2835,10
2836,2
2837,5
2838,9
2839,0
2840,8
2841,1
2842,8
2843,9
2844,4
2845,9
2846,6
2847,3
2848,4
2849,5
2850,2
2851,2
2852,9
2853,6
2854,9
2855,0
2856,0
2857,9
2858,8
2859,1
2860,8
2861,3
2862,2
2863,0
2864,2
2865,8
2866,6
2867,4
2868,9
2869,2
2870,10
2871,5
2872,9
2873,5
2874,2
2875,4
2876,0
2877,5
2878,10
2879,9
2880,9
2881,9
2882,9
2883,5
2884,0
2885,3
2886,8
2887,8
2888,10
2889,8
2890,9
2891,2
2892,9
2893,4
2894,8
2895,5
2896,8
2897,2
2898,9
2899,8
2900,10
2901,2
2902,6
2903,8
2904,2
2905,3
2906,0
2907,0
2908,8
2909,5
2910,3
2911,4
2912,1
2913,9
2914,2
2915,5
2916,0
2917,5
2918,8
2919,9
2920,2
2921,8
2922,9
2923,0
2924,10
2925,3
2926,5
2927,9
2928,3
2929,2
2930,6
2931,1
2932,8
2933,9
2934,3
2935,9
2936,4
2937,9
2938,9
2939,8
2940,8
2941,7
2942,6
2943,8
2944,9
2945,3
2946,4
2947,10
2948,3
2949,3
2950,2
2951,0
2952,0
2953,10
2954,4
2955,8
2956,9
2957,9
2958,2
2959,0
2960,5
2961,4
2962,4
2963,9
2964,3
2965,5
2966,6
2967,10
2968,5
2969,0
2970,9
2971,8
2972,2
2973,2
2974,9
2975,10
2976,5
2977,2
2978,9
2979,9
2980,5
2981,4
2982,2
2983,10
2984,9
2985,5
2986,9
2987,0
2988,10
2989,9
2990,2
2991,4
2992,0
2993,3
2994,2
2995,2
2996,10
2997,8
